desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.56
2, 2, 1.07
4, 4, 2.24
5, 6, 3.37
9, 12, 6.86
16, 15, 8.51
17, 20, 10.81
24, 24, 12.84
26, 30, 15.69
34, 35, 18.15
39, 42, 21.81
45, 48, 23.98
53, 56, 29.46
59, 63, 32.0
70, 72, 35.79
74, 80, 40.16
89, 90, 45.95
91, 99, 50.51
109, 108, 54.9
110, 120, 61.0
130, 130, 66.9
134, 143, 73.08
152, 154, 78.19
160, 168, 82.97
175, 180, 87.71
188, 195, 91.53
201, 208, 95.15
219, 224, 96.36
228, 238, 99.63
252, 255, 99.87
257, 270, 100.0
