desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.51
2, 2, 1.34
3, 4, 2.32
6, 6, 3.27
8, 9, 4.73
11, 12, 7.07
15, 16, 9.17
18, 20, 11.08
24, 25, 13.42
26, 30, 16.09
36, 36, 19.67
37, 42, 22.26
49, 48, 25.88
50, 56, 29.53
63, 63, 33.28
66, 72, 37.55
78, 80, 41.82
85, 90, 47.8
95, 99, 52.51
105, 110, 58.16
114, 120, 62.52
129, 132, 68.78
135, 143, 74.16
154, 156, 78.5
157, 168, 83.19
182, 195, 90.99
208, 208, 95.14
212, 224, 96.74
235, 238, 99.47
244, 255, 99.84
265, 270, 100.0
