id,xcoord,ycoord
403,2.368442819,0.987766637
229,2.385132362,0.811235009
3067,2.394589623,4.578111218
3065,2.406487304,4.863167655
225,2.408835082,0.307861468
384,2.410441938,0.902055729
987,2.41102252,1.88168164
962,2.413033272,1.620185962
1255,2.416204683,5.580462918
3104,2.417753686,4.32725918
3103,2.421650201,4.265176282
3433,2.429568951,4.403079888
1799,2.429682774,3.22481848
1236,2.431410681,5.062282749
1828,2.4337454,3.210808466
3102,2.43828962,4.234265486
233,2.438963331,0.959622767
3101,2.444560133,4.565477714
3324,2.452623691,2.460865949
1249,2.456029158,5.429126026
2398,2.463489582,9.214662828
3325,2.46854073,2.714201928
1711,2.468867445,3.759175105
1724,2.474769723,3.83892
1632,2.478417004,2.105352725
996,2.479357057,1.893711958
3091,2.480740186,4.55443844
3099,2.481171068,4.726042395
3323,2.481591737,2.762200385
3315,2.482525415,2.894583126
1244,2.483712933,5.364888833
1245,2.485412019,5.933261028
1239,2.491554783,5.364467761
992,2.493302679,1.13092157
380,2.50074645,0.200739305
1223,2.503993088,5.209593147
1259,2.506482817,5.032031441
1710,2.508065854,3.151973864
990,2.513915444,1.122281241
1811,2.516089288,3.683660605
397,2.51702401,0.155075815
3057,2.517695085,4.346362992
224,2.519208549,0.413594575
3312,2.520225022,2.84297702
3070,2.521045601,4.406618054
1229,2.525319127,5.794290123
1641,2.526639948,2.974233015
3088,2.530065837,4.26025409
1237,2.530506081,5.010380459
1815,2.532018893,3.235305547
991,2.533641358,1.120887139
394,2.536202309,0.338553719
1633,2.539745754,2.552236006
1643,2.545875607,2.709322729
1721,2.551427999,3.110657905
1205,2.553613644,8.502673267
378,2.556902479,0.13813484
3096,2.55819736,4.225496153
1204,2.560390198,8.468878262
1251,2.560887215,5.840995866
1823,2.561102005,3.889910293
1730,2.565151265,3.424645856
1720,2.567601894,3.129453733
2396,2.579575503,9.363237319
2381,2.590244442,6.246964482
377,2.591119466,0.128432201
230,2.591960159,0.382827481
3080,2.6016093,3.996501341
368,2.603032305,0.373325475
1817,2.603661627,3.978417388
971,2.606911603,1.14264975
370,2.611422154,0.308290311
969,2.613104533,1.72947476
2394,2.615639759,9.421853564
235,2.618357197,0.132858997
218,2.620078515,0.891780417
3322,2.62115896,2.206404544
1830,2.621620189,3.615741976
3311,2.631671536,2.969211024
1246,2.631798406,5.725540284
379,2.633898607,0.309308467
3313,2.638432878,2.613357592
1241,2.642588233,5.588775486
3056,2.644875303,4.945200852
3058,2.645566173,4.85708352
2382,2.653420723,9.054989189
1731,2.6661257,3.501205201
3082,2.667435394,4.389473248
975,2.669692708,1.723490896
998,2.674475113,1.924354339
961,2.684522595,1.256238391
1631,2.685561621,2.789872127
1833,2.685840356,3.799356817
227,2.688656599,0.112820774
988,2.69093147,1.374251805
2404,2.691211422,9.554368389
1832,2.692596921,3.849335751
1230,2.695503427,5.3972691
3060,2.699511328,4.233772201
1252,2.700825796,5.532870763
391,2.701406668,0.721694792
231,2.705778972,0.825244697
1718,2.708440113,3.783574443
976,2.709558532,1.76063207
3092,2.710515537,4.825583469
1228,2.715103069,5.349087549
1808,2.719350458,3.139539076
3314,2.723791584,2.479897346
3114,2.723947619,4.052293681
3054,2.725634046,4.732782779
2384,2.72581008,9.606247191
1243,2.72681388,5.767700717
1715,2.728098197,3.963855073
3068,2.728708449,4.96235751
1254,2.73771264,5.214386094
3090,2.737766419,4.115024953
405,2.741120457,0.412552046
1813,2.741836052,3.59007756
2389,2.742436717,9.622551984
3074,2.743087929,4.891831283
2391,2.743394539,9.368256949
1260,2.744767973,5.426862234
3316,2.74694496,2.85258584
3310,2.74773823,2.816361187
1836,2.75070071,3.680389143
967,2.75493297,1.169772114
1866,2.762053181,7.463082991
1725,2.766369322,3.305447462
984,2.769473111,1.91985955
1206,2.771876765,8.547513651
3071,2.773028514,4.012325782
386,2.77332489,0.362446822
1806,2.774675821,3.363183497
993,2.775465984,1.577367942
2412,2.776374015,9.788140899
3116,2.776997613,4.561715948
3076,2.778367775,4.827112655
1227,2.779876454,5.95996646
385,2.792671135,0.486087079
1800,2.792869473,3.010277429
1716,2.793562822,3.372282997
1867,2.793596461,7.053691209
1256,2.796006626,5.726328839
1235,2.798033445,5.329704632
1809,2.800203288,3.286710027
1821,2.800443949,3.983796053
376,2.800780831,0.32010005
401,2.802070622,0.315524712
1824,2.802842462,3.965493991
2410,2.80338488,8.992347089
970,2.807152327,1.175731551
3064,2.808043609,4.96319373
1827,2.813903207,3.210979967
995,2.816871,1.421574592
2388,2.821320221,9.242012212
3069,2.825433304,4.323031746
3431,2.833473199,4.127446137
400,2.834066756,0.207269343
3320,2.837458315,2.641613941
2405,2.840871531,9.797725081
1240,2.840885363,5.276284642
3079,2.842056906,4.407824087
973,2.845620488,1.893875543
1713,2.846275916,3.69918691
1233,2.852876184,5.173811219
1319,2.855072103,8.606978256
3061,2.855478925,4.444632902
398,2.857914844,0.298282041
2393,2.858187663,9.384163694
1638,2.859027491,2.994384968
236,2.859852576,0.916268364
983,2.861344006,1.491429943
1820,2.866709653,3.375708838
1835,2.87626273,3.915446752
3075,2.878203497,4.526428555
3115,2.878465381,4.377698192
3107,2.885532648,4.986909669
2377,2.887463999,9.921157143
1826,2.894073474,3.274852062
1801,2.894325878,3.796539148
369,2.901017536,0.436699364
1262,2.902581118,5.477567022
1722,2.918500558,3.199782972
1834,2.923259148,3.476062313
2375,2.930160918,6.017454477
1807,2.93904401,3.45428577
3085,2.942322322,4.139448641
1250,2.942773756,5.407335578
406,2.943761465,0.480177154
3094,2.944701433,4.16979492
1247,2.948189946,5.825572914
2400,2.949210093,9.837408648
3319,2.953534257,2.236778729
1719,2.955188729,3.25406065
2395,2.961769683,9.96901598
3093,2.962166192,4.305089273
375,2.963440906,0.145769799
2397,2.96615048,9.205931252
3072,2.968200856,4.298859992
387,2.969170352,0.048650255
396,2.972547348,0.364401345
1318,2.978135396,8.489127473
3432,2.981447738,4.09172875
1640,2.981530849,2.122822538
1818,2.988191704,3.725027919
383,2.994811199,0.619233296
3097,2.995642209,4.821037507
3203,2.996976679,5.984269023
1471,3.001387166,2.0751969
3016,3.002950061,1.907430188
40,3.007078791,9.732404051
2251,3.011112737,8.305526599
1837,3.014951595,3.068848948
3221,3.01502552,5.356166906
1482,3.017418634,2.483796667
3238,3.018886834,4.115857661
3236,3.023602198,4.591473567
2921,3.028987035,7.322824438
308,3.030417052,3.344263796
3239,3.034976792,4.363213574
3245,3.035713309,4.04540068
3215,3.042006428,5.337055483
3113,3.048933178,1.55204421
3015,3.054190335,1.443392547
39,3.056448535,9.151352848
3226,3.087376865,4.703046052
416,3.089128212,3.302161251
427,3.094100697,3.913570076
3013,3.097833033,1.605626939
3231,3.107349459,4.892928182
415,3.112549954,3.257166745
3218,3.113110531,5.305010259
2990,3.123958607,1.719954283
3235,3.131176291,4.046557766
3208,3.134557335,5.373517345
1483,3.139619098,2.79337377
3199,3.148039986,5.441237995
1682,3.153417355,0.236755403
307,3.154066477,3.529990479
2998,3.160811017,1.97158279
3222,3.161352391,4.890142253
2911,3.163645795,7.796661499
1679,3.172204062,0.66331506
2923,3.174620984,7.897154004
2925,3.183624552,7.759242182
3241,3.195338895,4.251557328
3214,3.196832569,5.661616674
2992,3.20471928,1.261161384
429,3.215819493,3.67512147
3009,3.220143773,1.226604095
2813,3.222228144,6.778616999
3006,3.224678767,1.551924349
3228,3.227638306,4.058880422
3011,3.228939685,1.970202226
1678,3.232481804,0.5175158
3217,3.23639545,4.468864787
3206,3.238153525,5.261619066
418,3.238734298,3.352344833
1674,3.252735724,0.812053199
1684,3.252956343,0.871729684
2252,3.253307441,8.208077349
2247,3.255411367,8.044834659
2807,3.264163927,6.499655014
3204,3.265488382,5.576031022
3201,3.291757155,5.672277936
3003,3.29203813,1.367905521
422,3.308029556,3.937172381
38,3.316190288,9.495579489
3112,3.322319796,1.884667694
3198,3.341530612,5.388749946
2993,3.3455662,1.918756156
3017,3.346331853,1.127060844
3207,3.350852928,5.480619824
3227,3.35918045,4.130346989
423,3.361054005,3.810093404
2922,3.361208816,7.799833113
414,3.369642032,3.825554044
2248,3.375632471,8.378232766
3243,3.378017603,4.453400088
2913,3.380655101,7.614686122
2997,3.383980945,1.701818059
3205,3.38484832,5.891801625
3212,3.394959973,5.20544816
428,3.417358496,3.257463975
3027,3.420911142,1.778273943
3110,3.427216061,0.991815683
2246,3.438880771,8.409673452
2918,3.439635506,7.082379531
3225,3.439764511,4.673155827
2547,3.441968024,7.183198431
3004,3.447753469,1.129817697
1472,3.452008973,2.296198898
2924,3.452545922,7.056376982
2919,3.456534541,7.156250995
2820,3.461163019,6.630069598
3200,3.465363661,5.519340569
430,3.466417329,3.525435477
1685,3.467500023,0.943187803
1672,3.473333268,0.822988416
1470,3.480385171,2.007950596
417,3.49138655,3.52010322
2920,3.495634877,7.052758001
3234,3.504645604,4.818834849
424,3.516299718,3.8660592
3242,3.5171183,4.344170961
3010,3.526151326,1.495837865
408,3.528212183,2.984274171
1670,3.531756604,0.728720913
413,3.533239111,3.746748672
34,3.535095995,9.90484179
3220,3.535447164,5.37307614
2995,3.536212687,1.742678217
35,3.541135494,9.357555391
3237,3.542009528,4.909383838
2818,3.555554934,6.40529572
3020,3.555934567,1.612659347
2819,3.561072111,6.634156212
42,3.569762422,9.343620811
3219,3.577079951,5.576399823
3224,3.57811415,4.18316268
426,3.578404285,3.728419563
1473,3.591905676,2.955260818
412,3.601420834,3.177363312
2812,3.601686029,6.706829138
41,3.609632013,9.972733261
2806,3.612558674,6.840341841
3117,3.620355217,1.732508094
1677,3.621149114,0.593450782
3229,3.631738184,4.768744326
3213,3.636093368,5.77879666
410,3.637638537,3.700351526
1683,3.637963012,0.945437441
409,3.640101448,3.691317247
1478,3.650871679,2.83658742
3008,3.65728349,1.121322497
47,3.682799556,9.198831388
421,3.690760963,3.321791541
3230,3.692762201,4.671228526
45,3.696877428,9.264651128
3001,3.703374993,1.415546801
3232,3.707562771,4.044020366
2994,3.713738636,1.837080291
3000,3.717044498,1.898981992
3111,3.719247631,1.351025671
3209,3.721808804,5.113815906
3018,3.724188232,1.743854444
1485,3.732638287,2.779785479
48,3.734331398,9.941182507
2815,3.735841305,6.111373266
3007,3.742043302,1.439489119
1671,3.743209862,0.962053321
3005,3.744665586,1.411029898
2821,3.745582426,6.930552807
2912,3.752071222,7.915386598
2809,3.754459474,6.245072415
2991,3.766854032,1.29849097
2241,3.77189044,8.063706758
3014,3.782689955,1.336851303
36,3.788527084,9.138793531
2249,3.789934823,8.628191597
2808,3.807407998,6.21018984
46,3.807676406,9.759094358
3216,3.815752022,5.540510633
407,3.831541821,2.992843298
33,3.832569685,9.560781903
2253,3.837633161,8.64908699
3223,3.840929742,4.162154556
3019,3.841326913,1.331122025
3211,3.84173989,5.338010072
2546,3.844524263,7.231375899
3202,3.857137389,5.609591867
420,3.8587664,3.516963836
1676,3.882259229,0.927780351
3026,3.882625936,1.343505094
3240,3.882841939,4.303307745
3244,3.893147027,4.083454015
1675,3.899787187,0.960642397
3233,3.925720995,4.881546255
3021,3.943543357,1.368832197
3210,3.944232342,5.099906294
3012,3.947107081,1.539433901
1673,3.947554603,0.084128534
2250,3.964125102,8.908890154
3002,3.969839402,1.522202462
2996,3.970254738,1.052873183
1484,3.975140536,2.126650597
2814,3.980320239,6.154728165
425,3.983660537,3.805380076
2999,3.987078241,1.297655577
1312,3.991728931,8.345194347
1339,3.991972297,4.359940154
1440,3.993234586,4.500030833
1330,3.994741396,4.566637887
1309,3.995728849,8.47723805
419,3.997130217,3.692526819
1779,3.999692095,2.108145351
1786,4.001619997,2.602211173
1294,4.002060077,8.983956415
2538,4.003577368,7.503256936
1291,4.00479208,8.197749228
774,4.005393812,3.608191777
2671,4.012292297,7.106925965
1324,4.014290775,8.691374888
694,4.01443911,3.39140325
1688,4.015267123,1.349198687
1323,4.01601796,8.405470729
717,4.018590696,3.776805008
722,4.019310795,3.411387261
710,4.020685024,3.261054853
1306,4.021190648,8.8542548
1788,4.022464364,2.35922925
790,4.023450761,3.019886823
824,4.027545956,5.973989327
1690,4.027633417,1.884649218
1263,4.02852469,9.334115803
689,4.030528696,3.45599015
721,4.032594057,3.19198483
2541,4.033889883,7.388136029
730,4.036963796,3.066341292
751,4.039676778,3.065172064
1271,4.043800627,9.032475386
1693,4.044951346,1.898384377
724,4.045474316,3.271714588
731,4.046818452,3.358252055
767,4.048684861,3.967619873
2690,4.048877445,7.335932304
