desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.74
4, 4, 5.67
7, 7, 10.09
10, 10, 13.4
13, 13, 16.86
16, 16, 20.34
19, 19, 23.11
22, 22, 25.98
25, 25, 28.44
28, 28, 31.58
31, 31, 34.45
41, 41, 41.3
51, 51, 48.6
61, 61, 54.95
71, 71, 60.19
81, 81, 64.05
91, 91, 68.66
101, 101, 72.91
111, 111, 75.15
121, 121, 78.11
131, 131, 81.31
141, 141, 83.21
151, 151, 84.69
161, 161, 86.95
171, 171, 88.18
181, 181, 89.49
191, 191, 91.08
201, 201, 91.94
211, 211, 92.45
221, 221, 93.91
231, 231, 94.12
241, 241, 95.04
251, 251, 95.37
261, 261, 95.85
271, 271, 96.65
281, 281, 96.94
291, 291, 97.53
301, 301, 97.43
311, 311, 97.85
321, 321, 97.84
331, 331, 98.27
341, 341, 98.34
351, 351, 98.57
361, 361, 98.97
371, 371, 98.86
381, 381, 99.07
391, 391, 98.92
401, 401, 99.34
411, 411, 99.3
421, 421, 99.46
431, 431, 99.51
441, 441, 99.69
451, 451, 99.51
461, 461, 99.58
471, 471, 99.71
481, 481, 99.79
491, 491, 99.87
501, 501, 99.79
511, 511, 99.83
521, 521, 99.76
531, 531, 99.87
541, 541, 99.87
551, 551, 99.89
561, 561, 99.89
571, 571, 99.92
581, 581, 99.96
591, 591, 99.91
601, 601, 99.94
611, 611, 99.95
621, 621, 99.95
631, 631, 99.93
641, 641, 99.93
651, 651, 99.98
661, 661, 99.98
671, 671, 99.96
681, 681, 99.98
691, 691, 100.0
