desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.09
2, 2, 2.85
3, 4, 5.48
6, 6, 7.98
8, 9, 12.01
11, 12, 16.85
15, 16, 21.98
18, 20, 27.07
24, 25, 31.96
26, 30, 37.43
36, 36, 43.26
37, 42, 50.95
49, 48, 56.0
50, 56, 63.42
63, 63, 71.08
66, 72, 80.29
78, 80, 83.42
85, 90, 90.79
95, 99, 93.43
105, 110, 94.73
114, 120, 96.51
129, 132, 97.42
135, 143, 98.82
154, 156, 99.1
157, 168, 100.0
