desiredholes, actualholes, successrate
0, 0, 0
1, 1, 2.24
4, 4, 6.98
7, 7, 10.58
10, 10, 14.27
13, 13, 18.45
16, 16, 21.28
19, 19, 24.91
22, 22, 27.64
25, 25, 30.52
28, 28, 33.23
31, 31, 36.14
41, 41, 43.7
51, 51, 51.16
61, 61, 56.43
71, 71, 60.95
81, 81, 65.55
91, 91, 70.48
101, 101, 73.36
111, 111, 76.67
121, 121, 78.53
131, 131, 81.57
141, 141, 83.03
151, 151, 85.07
161, 161, 86.34
171, 171, 87.79
181, 181, 88.84
191, 191, 89.87
201, 201, 90.98
211, 211, 92.0
221, 221, 93.03
231, 231, 93.61
241, 241, 94.16
251, 251, 95.0
261, 261, 94.68
271, 271, 95.65
281, 281, 95.76
291, 291, 96.13
301, 301, 96.52
311, 311, 97.28
321, 321, 97.12
331, 331, 97.49
341, 341, 97.7
351, 351, 98.03
361, 361, 98.07
371, 371, 98.19
381, 381, 98.51
391, 391, 98.42
401, 401, 98.66
411, 411, 98.8
421, 421, 98.79
431, 431, 99.08
441, 441, 99.07
451, 451, 99.06
461, 461, 99.3
471, 471, 99.27
481, 481, 99.42
491, 491, 99.46
501, 501, 99.63
511, 511, 99.48
521, 521, 99.62
531, 531, 99.63
541, 541, 99.7
551, 551, 99.69
561, 561, 99.67
571, 571, 99.71
581, 581, 99.75
591, 591, 99.82
601, 601, 99.83
611, 611, 99.77
621, 621, 99.81
631, 631, 99.86
641, 641, 99.9
651, 651, 99.86
661, 661, 99.86
671, 671, 99.88
681, 681, 99.86
691, 691, 99.91
701, 701, 99.9
711, 711, 99.93
721, 721, 99.92
731, 731, 99.94
741, 741, 99.94
751, 751, 99.96
761, 761, 99.95
771, 771, 99.97
781, 781, 99.95
791, 791, 99.95
801, 801, 99.95
811, 811, 99.96
821, 821, 99.98
831, 831, 99.96
841, 841, 99.97
851, 851, 99.99
861, 861, 99.99
871, 871, 99.98
881, 881, 99.99
891, 891, 100.0
