desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.5
4, 4, 6.14
7, 7, 10.32
10, 10, 14.74
13, 13, 18.43
16, 16, 21.88
19, 19, 26.78
22, 22, 30.78
25, 25, 33.69
28, 28, 36.98
31, 31, 39.41
41, 41, 49.11
51, 51, 57.28
61, 61, 63.72
71, 71, 70.18
81, 81, 76.66
91, 91, 81.46
101, 101, 85.35
111, 111, 88.05
121, 121, 90.04
131, 131, 92.85
141, 141, 93.95
151, 151, 95.35
161, 161, 96.31
171, 171, 97.09
181, 181, 97.86
191, 191, 98.45
201, 201, 98.94
211, 211, 99.02
221, 221, 99.18
231, 231, 99.39
241, 241, 99.6
251, 251, 99.63
261, 261, 99.63
271, 271, 99.91
281, 281, 99.88
291, 291, 99.96
301, 301, 99.95
311, 311, 99.98
321, 321, 99.95
331, 331, 99.97
341, 341, 99.94
351, 351, 99.96
361, 361, 99.99
371, 371, 99.97
381, 381, 100.0
