desiredholes, actualholes, successrate
0, 0, 0
1, 1, 2.27
4, 4, 7.12
7, 7, 11.29
10, 10, 15.25
13, 13, 18.29
16, 16, 21.79
19, 19, 24.3
22, 22, 27.65
25, 25, 30.54
28, 28, 32.75
31, 31, 35.16
41, 41, 44.14
51, 51, 49.62
61, 61, 57.13
71, 71, 61.31
81, 81, 66.9
91, 91, 69.86
101, 101, 71.98
111, 111, 76.37
121, 121, 77.68
131, 131, 81.1
141, 141, 83.15
151, 151, 84.31
161, 161, 86.64
171, 171, 87.59
181, 181, 89.19
191, 191, 90.01
201, 201, 91.01
211, 211, 91.47
221, 221, 92.6
231, 231, 93.66
241, 241, 94.17
251, 251, 94.58
261, 261, 95.05
271, 271, 95.29
281, 281, 95.84
291, 291, 96.38
301, 301, 96.49
311, 311, 96.77
321, 321, 97.17
331, 331, 97.51
341, 341, 97.62
351, 351, 97.97
361, 361, 97.65
371, 371, 98.38
381, 381, 98.39
391, 391, 98.7
401, 401, 98.61
411, 411, 98.77
421, 421, 98.86
431, 431, 99.19
441, 441, 98.94
451, 451, 99.04
461, 461, 99.31
471, 471, 99.44
481, 481, 99.42
491, 491, 99.4
501, 501, 99.38
511, 511, 99.51
521, 521, 99.61
531, 531, 99.63
541, 541, 99.73
551, 551, 99.72
561, 561, 99.68
571, 571, 99.73
581, 581, 99.72
591, 591, 99.85
601, 601, 99.78
611, 611, 99.85
621, 621, 99.84
631, 631, 99.88
641, 641, 99.87
651, 651, 99.88
661, 661, 99.87
671, 671, 99.87
681, 681, 99.89
691, 691, 99.95
701, 701, 99.9
711, 711, 99.91
721, 721, 99.88
731, 731, 99.97
741, 741, 99.93
751, 751, 99.98
761, 761, 99.94
771, 771, 99.97
781, 781, 99.96
791, 791, 99.95
801, 801, 99.98
811, 811, 99.98
821, 821, 99.97
831, 831, 99.96
841, 841, 99.97
851, 851, 100.0
