desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.3
4, 4, 1.3666666666666667
7, 7, 2.533333333333333
10, 10, 4.633333333333334
13, 13, 5.4
16, 16, 6.366666666666666
19, 19, 7.5
22, 22, 8.333333333333334
25, 25, 9.8
28, 28, 11.433333333333334
31, 31, 11.7
41, 41, 13.433333333333334
51, 51, 17.6
61, 61, 20.966666666666665
71, 71, 22.933333333333334
81, 81, 26.033333333333335
91, 91, 27.733333333333334
101, 101, 30.633333333333333
111, 111, 33.233333333333334
121, 121, 35.333333333333336
131, 131, 38.7
141, 141, 39.333333333333336
151, 151, 43.0
161, 161, 41.266666666666666
171, 171, 46.266666666666666
181, 181, 47.4
191, 191, 48.7
201, 201, 50.93333333333333
211, 211, 51.266666666666666
221, 221, 54.166666666666664
231, 231, 57.166666666666664
241, 241, 58.46666666666667
251, 251, 57.93333333333333
261, 261, 59.266666666666666
271, 271, 59.53333333333333
281, 281, 61.56666666666667
291, 291, 63.6
301, 301, 64.5
311, 311, 65.36666666666666
321, 321, 67.43333333333334
331, 331, 68.53333333333333
341, 341, 68.06666666666666
351, 351, 70.86666666666666
361, 361, 71.6
371, 371, 72.76666666666667
381, 381, 73.33333333333333
391, 391, 74.33333333333333
401, 401, 74.1
411, 411, 73.93333333333334
421, 421, 74.16666666666667
431, 431, 78.66666666666667
441, 441, 79.03333333333333
451, 451, 79.16666666666667
461, 461, 78.83333333333333
471, 471, 80.26666666666667
481, 481, 80.23333333333333
491, 491, 82.56666666666666
501, 501, 82.23333333333333
511, 511, 82.03333333333333
521, 521, 82.7
531, 531, 83.66666666666667
541, 541, 83.73333333333333
551, 551, 84.13333333333334
561, 561, 84.03333333333333
571, 571, 85.1
581, 581, 84.63333333333334
591, 591, 86.4
601, 601, 86.86666666666666
611, 611, 87.2
621, 621, 87.23333333333333
631, 631, 87.36666666666666
641, 641, 87.16666666666667
651, 651, 88.4
661, 661, 89.4
671, 671, 88.36666666666666
681, 681, 90.06666666666666
691, 691, 89.53333333333333
701, 701, 91.4
711, 711, 90.7
721, 721, 90.03333333333333
731, 731, 91.03333333333333
741, 741, 91.36666666666666
751, 751, 91.8
761, 761, 91.43333333333334
771, 771, 91.36666666666666
781, 781, 92.93333333333334
791, 791, 93.33333333333333
801, 801, 92.8
811, 811, 93.46666666666667
821, 821, 93.2
831, 831, 93.86666666666666
841, 841, 93.03333333333333
851, 851, 93.73333333333333
861, 861, 94.3
871, 871, 93.56666666666666
881, 881, 93.5
891, 891, 93.93333333333334
901, 901, 93.93333333333334
911, 911, 94.7
921, 921, 94.23333333333333
931, 931, 95.16666666666667
941, 941, 95.0
951, 951, 95.3
961, 961, 95.26666666666667
971, 971, 95.83333333333333
981, 981, 95.16666666666667
991, 991, 95.9
1001, 1001, 96.26666666666667
1011, 1011, 96.03333333333333
1021, 1021, 96.2
1031, 1031, 95.63333333333334
1041, 1041, 95.9
1051, 1051, 96.53333333333333
1061, 1061, 96.03333333333333
1071, 1071, 97.03333333333333
1081, 1081, 96.13333333333334
1091, 1091, 96.76666666666667
1101, 1101, 96.6
1111, 1111, 96.93333333333334
1121, 1121, 97.4
1131, 1131, 97.13333333333334
1141, 1141, 96.7
1151, 1151, 97.4
1161, 1161, 97.46666666666667
1171, 1171, 97.3
1181, 1181, 97.03333333333333
1191, 1191, 97.63333333333334
1201, 1201, 97.66666666666667
1211, 1211, 97.86666666666666
1221, 1221, 98.23333333333333
1231, 1231, 98.03333333333333
1241, 1241, 97.8
1251, 1251, 97.6
1261, 1261, 97.86666666666666
1271, 1271, 98.0
1281, 1281, 98.2
1291, 1291, 97.56666666666666
1301, 1301, 97.8
1311, 1311, 98.23333333333333
1321, 1321, 98.33333333333333
1331, 1331, 98.03333333333333
1341, 1341, 97.8
1351, 1351, 98.0
1361, 1361, 98.4
1371, 1371, 98.33333333333333
1381, 1381, 98.36666666666666
1391, 1391, 97.9
1401, 1401, 98.13333333333334
1411, 1411, 98.56666666666666
1421, 1421, 98.4
1431, 1431, 98.36666666666666
1441, 1441, 98.56666666666666
1451, 1451, 98.7
1461, 1461, 98.6
1471, 1471, 98.5
1481, 1481, 99.0
1491, 1491, 98.4
1501, 1501, 98.56666666666666
1511, 1511, 99.16666666666667
1521, 1521, 98.33333333333333
1531, 1531, 98.7
1541, 1541, 98.86666666666666
1551, 1551, 98.56666666666666
