desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.7
2, 2, 1.2333333333333334
3, 4, 2.7333333333333334
6, 6, 4.3
8, 9, 5.366666666666666
11, 12, 7.566666666666666
15, 16, 9.133333333333333
18, 20, 12.266666666666667
24, 25, 14.333333333333334
26, 30, 18.433333333333334
36, 36, 20.2
37, 42, 22.866666666666667
49, 48, 26.333333333333332
50, 56, 29.233333333333334
63, 63, 33.233333333333334
66, 72, 36.36666666666667
78, 80, 41.3
85, 90, 44.36666666666667
95, 99, 46.9
105, 110, 51.666666666666664
114, 120, 53.53333333333333
129, 132, 56.63333333333333
135, 143, 57.3
154, 156, 60.0
157, 168, 63.266666666666666
182, 195, 71.66666666666667
208, 208, 72.93333333333334
212, 224, 74.83333333333333
235, 238, 75.46666666666667
244, 255, 77.6
265, 270, 79.4
279, 288, 81.53333333333333
296, 304, 82.0
316, 323, 83.03333333333333
328, 340, 84.76666666666667
355, 360, 85.63333333333334
363, 378, 88.03333333333333
397, 399, 88.03333333333333
399, 418, 88.96666666666667
437, 437, 90.4
441, 460, 90.43333333333334
477, 480, 91.23333333333333
487, 504, 92.56666666666666
519, 525, 92.9
536, 550, 93.4
562, 572, 94.1
587, 598, 94.23333333333333
607, 621, 94.66666666666667
640, 648, 94.46666666666667
654, 672, 95.23333333333333
696, 700, 95.76666666666667
702, 725, 95.8
752, 750, 96.36666666666666
753, 780, 96.1
804, 806, 96.8
813, 837, 97.0
858, 864, 96.3
876, 896, 97.16666666666667
913, 924, 97.0
941, 957, 97.1
970, 986, 97.26666666666667
1008, 1020, 97.43333333333334
1029, 1050, 98.16666666666667
1077, 1085, 97.86666666666666
1090, 1116, 97.73333333333333
1149, 1152, 98.0
1152, 1184, 97.46666666666667
1216, 1216, 98.06666666666666
1223, 1254, 98.03333333333333
1282, 1287, 98.26666666666667
1299, 1326, 98.13333333333334
1349, 1360, 98.36666666666666
1378, 1400, 98.43333333333334
1418, 1435, 98.56666666666666
1458, 1476, 98.0
1489, 1512, 98.76666666666667
1542, 1554, 98.73333333333333
1562, 1591, 98.9
1627, 1634, 98.33333333333333
1636, 1672, 98.83333333333333
1712, 1710, 98.6
1715, 1755, 98.76666666666667
1790, 1794, 98.53333333333333
1805, 1840, 99.06666666666666
1870, 1880, 98.66666666666667
1898, 1927, 98.83333333333333
1951, 1968, 98.63333333333334
1992, 2016, 98.46666666666667
2034, 2058, 99.03333333333333
2089, 2107, 98.83333333333333
2119, 2150, 99.06666666666666
2189, 2200, 98.93333333333334
2206, 2244, 99.16666666666667
2291, 2295, 99.1
2294, 2340, 99.53333333333333
2384, 2385, 99.2
2395, 2438, 99.2
2476, 2484, 99.2
2501, 2538, 99.1
2569, 2585, 99.4
2609, 2640, 99.1
2664, 2688, 99.36666666666666
2720, 2744, 98.9
2761, 2793, 99.1
2834, 2850, 99.2
2860, 2900, 99.16666666666667
2949, 2958, 99.06666666666666
2960, 3009, 98.93333333333334
3062, 3060, 99.16666666666667
3067, 3120, 99.3
3166, 3172, 99.23333333333333
3187, 3233, 99.36666666666666
3272, 3286, 99.33333333333333
3310, 3348, 99.26666666666667
3379, 3402, 99.26666666666667
3434, 3465, 99.4
3488, 3520, 99.36666666666666
3562, 3584, 99.16666666666667
3599, 3640, 99.36666666666666
3691, 3705, 99.5
3712, 3762, 99.43333333333334
3823, 3828, 99.5
3826, 3886, 99.33333333333333
3942, 3944, 99.4
3957, 4012, 99.5
4060, 4071, 99.6
4093, 4140, 99.46666666666667
4179, 4200, 99.4
4232, 4270, 99.33333333333333
4300, 4331, 99.56666666666666
4373, 4402, 99.33333333333333
4423, 4464, 99.7
4516, 4536, 99.6
4548, 4599, 99.63333333333334
4661, 4672, 99.46666666666667
4674, 4736, 99.5
4802, 4800, 99.56666666666666
4809, 4875, 99.53333333333333
4932, 4940, 99.66666666666667
4960, 5016, 99.7
5064, 5082, 99.76666666666667
5112, 5159, 99.8
5197, 5226, 99.56666666666666
5267, 5304, 99.76666666666667
5332, 5372, 99.73333333333333
5424, 5451, 99.53333333333333
5469, 5520, 99.8
5583, 5600, 99.66666666666667
5607, 5670, 99.7
5745, 5751, 99.7
5747, 5822, 99.5
5889, 5893, 99.7
5909, 5976, 99.76666666666667
6033, 6048, 99.63333333333334
6076, 6132, 99.7
6178, 6205, 99.76666666666667
6244, 6290, 99.76666666666667
6326, 6364, 99.76666666666667
6415, 6450, 99.8
6475, 6525, 99.8
6588, 6612, 99.53333333333333
6625, 6688, 99.7
6764, 6776, 99.76666666666667
6777, 6853, 99.86666666666666
6932, 6930, 99.73333333333333
6942, 7020, 99.83333333333333
7087, 7098, 99.8
7122, 7189, 99.93333333333334
7245, 7268, 99.83333333333333
7305, 7360, 99.76666666666667
7404, 7440, 99.7
7489, 7533, 99.83333333333333
7565, 7614, 99.73333333333333
7677, 7708, 99.9
7728, 7790, 99.8
7866, 7885, 99.86666666666666
7892, 7968, 99.93333333333334
8058, 8064, 99.76666666666667
8059, 8148, 99.8
8227, 8232, 99.86666666666666
8252, 8330, 99.83333333333333
8396, 8415, 99.76666666666667
8448, 8514, 99.86666666666666
8568, 8600, 99.93333333333334
8647, 8700, 99.86666666666666
8741, 8787, 99.9
8848, 8888, 99.9
8916, 8976, 99.86666666666666
9051, 9078, 99.96666666666667
9092, 9167, 99.96666666666667
9257, 9270, 99.93333333333334
9271, 9360, 100.0
