desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.23333333333333334
2, 2, 0.8
3, 4, 1.0666666666666667
6, 6, 1.6333333333333333
8, 9, 2.4
11, 12, 3.1333333333333333
15, 16, 4.3
18, 20, 4.366666666666666
24, 25, 7.533333333333333
26, 30, 8.333333333333334
36, 36, 9.066666666666666
37, 42, 11.8
49, 48, 12.533333333333333
50, 56, 15.466666666666667
63, 63, 16.066666666666666
66, 72, 20.033333333333335
78, 80, 22.666666666666668
85, 90, 24.633333333333333
95, 99, 26.8
105, 110, 29.633333333333333
114, 120, 33.333333333333336
129, 132, 34.93333333333333
135, 143, 35.7
154, 156, 41.3
157, 168, 41.63333333333333
182, 195, 49.166666666666664
208, 208, 53.03333333333333
212, 224, 54.266666666666666
235, 238, 56.86666666666667
244, 255, 61.36666666666667
265, 270, 64.6
279, 288, 65.83333333333333
296, 304, 68.26666666666667
316, 323, 72.3
328, 340, 75.33333333333333
355, 360, 77.86666666666666
363, 378, 80.0
397, 399, 82.7
399, 418, 85.2
437, 437, 85.6
441, 460, 88.76666666666667
477, 480, 91.23333333333333
487, 504, 91.96666666666667
519, 525, 92.96666666666667
536, 550, 94.26666666666667
562, 572, 94.83333333333333
587, 598, 95.76666666666667
607, 621, 96.96666666666667
640, 648, 97.8
654, 672, 97.83333333333333
696, 700, 98.26666666666667
702, 725, 98.7
752, 750, 98.66666666666667
753, 780, 99.06666666666666
804, 806, 99.4
813, 837, 99.43333333333334
858, 864, 99.6
876, 896, 99.93333333333334
913, 924, 99.86666666666666
941, 957, 99.9
970, 986, 100.0
