desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.23333333333333334
2, 2, 0.36666666666666664
3, 4, 1.4333333333333333
6, 6, 1.4666666666666666
8, 9, 2.6333333333333333
11, 12, 3.3333333333333335
15, 16, 4.366666666666666
18, 20, 5.866666666666666
24, 25, 6.766666666666667
26, 30, 7.5
36, 36, 9.3
37, 42, 11.733333333333333
49, 48, 13.766666666666667
50, 56, 16.5
63, 63, 16.866666666666667
66, 72, 20.1
78, 80, 22.033333333333335
85, 90, 24.566666666666666
95, 99, 26.866666666666667
105, 110, 29.733333333333334
114, 120, 31.866666666666667
129, 132, 34.666666666666664
135, 143, 37.7
154, 156, 39.9
157, 168, 42.5
182, 195, 49.766666666666666
208, 208, 51.766666666666666
212, 224, 54.93333333333333
235, 238, 58.03333333333333
244, 255, 60.56666666666667
265, 270, 63.5
279, 288, 67.33333333333333
296, 304, 68.3
316, 323, 71.86666666666666
328, 340, 74.63333333333334
355, 360, 77.36666666666666
363, 378, 79.2
397, 399, 81.86666666666666
399, 418, 83.63333333333334
437, 437, 86.0
441, 460, 89.23333333333333
477, 480, 90.26666666666667
487, 504, 90.93333333333334
519, 525, 93.43333333333334
536, 550, 94.36666666666666
562, 572, 94.83333333333333
587, 598, 95.83333333333333
607, 621, 96.8
640, 648, 98.16666666666667
654, 672, 98.1
696, 700, 98.56666666666666
702, 725, 98.86666666666666
752, 750, 99.3
753, 780, 99.5
804, 806, 99.53333333333333
813, 837, 99.9
858, 864, 99.93333333333334
876, 896, 99.9
913, 924, 99.86666666666666
941, 957, 99.86666666666666
970, 986, 99.96666666666667
1008, 1020, 100.0
