desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.4
2, 2, 2.95
4, 4, 5.58
5, 6, 7.81
9, 12, 14.47
16, 15, 17.24
17, 20, 23.49
24, 24, 26.69
26, 30, 33.03
34, 35, 38.67
39, 42, 44.54
45, 48, 50.29
53, 56, 56.61
59, 63, 60.46
70, 72, 63.69
74, 80, 68.98
89, 90, 74.46
91, 99, 78.61
109, 108, 81.78
110, 120, 84.34
130, 130, 89.13
134, 143, 91.8
152, 154, 94.6
160, 168, 96.81
175, 180, 98.72
188, 195, 99.37
201, 208, 99.82
219, 224, 100.0
