desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.73
2, 2, 1.25
4, 4, 2.61
5, 6, 3.96
9, 12, 7.02
16, 15, 9.2
17, 20, 12.26
24, 24, 15.03
26, 30, 18.34
34, 35, 20.95
39, 42, 25.79
45, 48, 28.95
53, 56, 33.85
59, 63, 37.47
70, 72, 41.45
74, 80, 45.23
89, 90, 52.09
91, 99, 56.88
109, 108, 60.05
110, 120, 67.59
130, 130, 72.67
134, 143, 79.78
152, 154, 85.73
160, 168, 92.37
175, 180, 95.71
188, 195, 98.66
201, 208, 99.76
219, 224, 100.0
