desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.58
2, 2, 3.15
4, 4, 6.26
5, 6, 10.33
9, 12, 17.65
16, 15, 21.94
17, 20, 29.18
24, 24, 35.36
26, 30, 37.42
34, 35, 44.01
39, 42, 44.45
45, 48, 50.31
53, 56, 51.78
59, 63, 56.23
70, 72, 57.08
74, 80, 62.0
89, 90, 62.79
91, 99, 66.87
109, 108, 73.38
110, 120, 72.79
130, 130, 78.73
134, 143, 77.89
152, 154, 84.42
160, 168, 84.13
175, 180, 90.14
188, 195, 89.62
201, 208, 96.14
219, 224, 96.08
228, 238, 100.0
