desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.62
2, 2, 3.21
4, 4, 6.79
5, 6, 9.89
9, 12, 20.47
16, 15, 23.72
17, 20, 31.76
24, 24, 35.05
26, 30, 42.89
34, 35, 49.01
39, 42, 57.84
45, 48, 66.26
53, 56, 75.68
59, 63, 83.34
70, 72, 88.41
74, 80, 93.42
89, 90, 95.04
91, 99, 98.03
109, 108, 99.35
110, 120, 99.67
130, 130, 100.0
