desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.74
2, 2, 3.02
4, 4, 5.79
5, 6, 9.0
9, 12, 18.68
16, 15, 23.22
17, 20, 29.4
24, 24, 34.18
26, 30, 40.71
34, 35, 45.74
39, 42, 54.62
45, 48, 61.83
53, 56, 72.21
59, 63, 79.91
70, 72, 88.7
74, 80, 96.17
89, 90, 97.33
91, 99, 98.28
109, 108, 98.67
110, 120, 98.94
130, 130, 99.48
134, 143, 99.81
152, 154, 99.83
160, 168, 99.85
175, 180, 100.0
