desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.79
2, 2, 3.2
4, 4, 7.2
5, 6, 11.06
9, 12, 20.27
16, 15, 26.03
17, 20, 33.14
24, 24, 39.17
26, 30, 45.9
34, 35, 52.95
39, 42, 62.87
45, 48, 70.76
53, 56, 82.49
59, 63, 92.37
70, 72, 97.46
74, 80, 99.99
89, 90, 100.0
