desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.58
2, 2, 3.22
4, 4, 5.75
5, 6, 8.87
9, 12, 17.35
16, 15, 21.38
17, 20, 28.35
24, 24, 31.18
26, 30, 38.55
34, 35, 44.06
39, 42, 51.89
45, 48, 58.16
53, 56, 68.01
59, 63, 75.69
70, 72, 83.93
74, 80, 88.41
89, 90, 90.65
91, 99, 94.5
109, 108, 97.28
110, 120, 98.77
130, 130, 99.61
134, 143, 99.93
152, 154, 100.0
