desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.0
2, 2, 0.05
4, 4, 0.1
5, 6, 0.07
9, 12, 0.28
16, 15, 0.29
17, 20, 0.52
24, 24, 0.51
26, 30, 0.66
34, 35, 0.86
39, 42, 0.79
45, 48, 1.03
53, 56, 1.28
59, 63, 1.31
70, 72, 1.67
74, 80, 1.56
89, 90, 1.71
91, 99, 1.94
109, 108, 2.34
110, 120, 2.5
130, 130, 2.5
134, 143, 2.68
152, 154, 2.97
160, 168, 3.69
175, 180, 3.92
188, 195, 3.78
201, 208, 4.27
219, 224, 4.83
228, 238, 4.67
252, 255, 5.36
257, 270, 5.95
287, 288, 6.13
288, 304, 5.95
320, 320, 6.38
324, 340, 6.75
354, 357, 7.29
364, 378, 8.01
390, 396, 8.18
406, 418, 8.89
428, 437, 8.81
451, 460, 9.0
467, 480, 9.82
498, 504, 10.59
508, 525, 11.02
547, 550, 11.16
551, 572, 12.27
595, 594, 12.21
598, 621, 12.76
642, 644, 13.64
652, 672, 13.77
690, 696, 14.93
708, 725, 14.97
739, 750, 15.57
766, 780, 16.14
791, 806, 17.34
827, 837, 17.39
844, 864, 17.73
890, 896, 18.9
899, 924, 19.63
955, 957, 19.84
956, 986, 19.81
1014, 1015, 20.85
1022, 1050, 21.88
1074, 1080, 22.81
1092, 1116, 23.3
1136, 1147, 23.89
1164, 1184, 24.88
1200, 1216, 25.21
1239, 1254, 25.69
1265, 1287, 27.66
1316, 1326, 27.47
1332, 1360, 28.27
1395, 1400, 28.96
1401, 1435, 29.76
1471, 1470, 30.9
1476, 1512, 31.58
1544, 1548, 31.9
1560, 1591, 33.3
1617, 1628, 34.36
1646, 1672, 34.44
1693, 1710, 35.66
1734, 1755, 36.1
1771, 1794, 38.54
1825, 1840, 38.18
1850, 1880, 39.13
1918, 1927, 39.24
1931, 1968, 40.37
2013, 2058, 42.57
2098, 2100, 43.84
2111, 2150, 44.25
2184, 2193, 46.01
2211, 2244, 45.94
2272, 2288, 46.81
2313, 2340, 48.19
2361, 2385, 48.03
2417, 2438, 50.26
2453, 2484, 51.13
2524, 2538, 52.32
2546, 2585, 54.71
2633, 2640, 54.58
2640, 2688, 55.27
2737, 2736, 56.46
2745, 2793, 57.06
2835, 2842, 58.38
2858, 2900, 59.15
2935, 2950, 60.59
2974, 3009, 61.21
3037, 3060, 62.28
3093, 3120, 63.8
3140, 3172, 64.42
3213, 3233, 67.04
3245, 3286, 66.77
3336, 3348, 68.24
3352, 3402, 70.03
3461, 3456, 70.94
3462, 3520, 72.14
3571, 3575, 73.16
3589, 3640, 74.95
3683, 3696, 75.91
3719, 3762, 76.23
3797, 3819, 77.76
3851, 3886, 79.65
3913, 3944, 81.14
3986, 4012, 82.4
4030, 4071, 83.98
4123, 4140, 84.96
4149, 4200, 85.8
4262, 4270, 87.37
4270, 4331, 88.48
4392, 4392, 88.76
4403, 4464, 90.11
4516, 4526, 90.8
4547, 4599, 92.01
4642, 4662, 92.67
4693, 4736, 94.04
4770, 4800, 94.15
4842, 4875, 95.91
4899, 4940, 96.24
4992, 5016, 97.22
5030, 5082, 97.42
5145, 5159, 98.1
5163, 5226, 98.6
5298, 5293, 98.74
5301, 5372, 99.2
5434, 5440, 99.23
5458, 5520, 99.58
5572, 5589, 99.69
5618, 5670, 99.81
5712, 5740, 99.85
5780, 5822, 99.83
5854, 5893, 99.9
5945, 5976, 99.83
5997, 6048, 99.85
6112, 6132, 99.94
6142, 6205, 99.92
6281, 6290, 99.95
6289, 6364, 99.92
6437, 6438, 99.99
6452, 6525, 99.96
6587, 6600, 99.94
6626, 6688, 99.94
6739, 6764, 100.0
