ratio, hexlike, staggerXY, randomisedStaggerXY8, halton, random
-40.0, 16.061, 17.98, 26.976599999999998, 35.2852, 28.086399999999998
-35.48133892335752, 16.869933333333332, 18.846400000000003, 27.134799999999995, 36.569599999999994, 28.604400000000002
-25.11886431509578, 19.547733333333333, 21.562600000000003, 28.126800000000003, 36.9932, 29.571200000000005
-17.782794100389218, 22.017933333333332, 25.173000000000002, 29.101999999999993, 36.71039999999999, 29.268799999999995
-12.589254117941667, 25.500999999999998, 27.918800000000005, 30.779399999999995, 36.418000000000006, 29.4904
-9.999999999999998, 27.08253333333334, 30.93039999999999, 31.802200000000003, 35.56079999999999, 29.688799999999997
-7.9432823472428105, 29.196400000000004, 32.5642, 32.361000000000004, 34.8264, 29.457600000000003
-6.30957344480193, 30.197866666666673, 34.0622, 32.763, 34.7688, 29.3144
-5.011872336272722, 31.13926666666667, 33.474000000000004, 33.0234, 34.3652, 29.056000000000004
-3.9810717055349727, 31.49073333333334, 34.0886, 33.00899999999999, 34.39679999999999, 28.873599999999996
-3.1622776601683795, 31.570333333333334, 34.018, 33.1004, 33.82840000000001, 29.0324
-2.5118864315095806, 31.537066666666668, 34.2252, 33.0122, 33.787200000000006, 28.9384
-1.9952623149688797, 31.6866, 33.894600000000004, 33.382400000000004, 33.811600000000006, 28.9316
-1.5848931924611138, 32.088, 33.98459999999999, 33.4372, 33.7804, 29.142400000000002
-1.2589254117941673, 32.77006666666668, 33.437799999999996, 32.6672, 33.5576, 29.222399999999997
-1.0000000000000002, 32.90486666666667, 33.4232, 33.3942, 33.85959999999999, 28.9412
1.2589254117941673, 33.172399999999996, 33.3844, 32.96940000000001, 33.2048, 29.362000000000002
1.5848931924611138, 33.61286666666667, 33.7192, 33.388999999999996, 33.307199999999995, 29.1924
1.9952623149688797, 34.5326, 33.99079999999999, 33.3742, 33.625600000000006, 28.834799999999994
2.5118864315095806, 34.1604, 34.3516, 33.2684, 33.5876, 29.040799999999994
3.1622776601683795, 32.30526666666667, 34.236799999999995, 32.904999999999994, 33.897600000000004, 28.9972
3.9810717055349727, 30.6152, 34.193599999999996, 33.157199999999996, 34.17119999999999, 28.988000000000003
5.011872336272722, 27.6954, 34.3056, 33.42060000000001, 34.4884, 29.25399999999999
6.30957344480193, 25.354933333333335, 34.152, 33.166000000000004, 34.8424, 29.3448
7.9432823472428105, 23.206733333333332, 33.9654, 33.041399999999996, 34.6912, 29.248
9.999999999999998, 20.7746, 32.6086, 32.526199999999996, 35.0984, 29.261200000000002
12.589254117941667, 18.82933333333333, 30.409200000000002, 31.668999999999986, 35.194799999999994, 29.416400000000003
17.782794100389218, 16.099533333333333, 27.773400000000002, 30.8998, 35.76959999999999, 29.4276
25.11886431509578, 13.748733333333334, 24.189199999999996, 29.8422, 36.73, 29.622000000000003
35.48133892335752, 11.933933333333332, 20.9516, 28.822599999999998, 37.7116, 28.584
39.99999999999999, 11.309333333333335, 20.183799999999998, 28.436200000000003, 36.2028, 27.8708
