ratio, hexlike, staggerXY, randomisedStaggerXY8, halton, random
-40.0, 97.87089611111112, 97.94288861111113, 99.22851666666668, 99.47411638888889, 99.22735888888889
-35.48133892335752, 98.09055944444445, 98.13702222222221, 99.25927944444446, 99.49127888888889, 99.23666833333334
-25.11886431509578, 98.55666944444444, 98.627835, 99.32787972222222, 99.49672000000001, 99.27639472222222
-17.782794100389218, 98.9219261111111, 98.99061222222223, 99.397085, 99.51203194444444, 99.29570666666666
-12.589254117941667, 99.20796222222222, 99.25527361111111, 99.46419499999999, 99.52914805555555, 99.32221166666668
-9.999999999999998, 99.35764194444445, 99.3949988888889, 99.50578777777778, 99.54166361111112, 99.33156
-7.9432823472428105, 99.47255277777778, 99.49752944444444, 99.54135555555555, 99.5499311111111, 99.34920722222223
-6.30957344480193, 99.55518361111112, 99.58658916666667, 99.5682413888889, 99.55659444444444, 99.3462638888889
-5.011872336272722, 99.61882972222222, 99.64533833333334, 99.59669499999998, 99.56143277777778, 99.35131972222223
-3.9810717055349727, 99.65329805555555, 99.67716444444444, 99.61642472222222, 99.56063416666666, 99.35845416666668
-3.1622776601683795, 99.65232250000001, 99.67070666666666, 99.62579722222222, 99.57127111111112, 99.36552
-2.5118864315095806, 99.63051472222223, 99.65445333333332, 99.62258361111112, 99.57494416666667, 99.36135361111111
-1.9952623149688797, 99.60261555555556, 99.62377527777777, 99.60896638888889, 99.57841722222221, 99.3685613888889
-1.5848931924611138, 99.60199027777777, 99.61630111111111, 99.60158833333334, 99.57741916666667, 99.36636944444444
-1.2589254117941673, 99.62572833333333, 99.62511305555556, 99.59920138888887, 99.58155722222222, 99.36942166666667
-1.0000000000000002, 99.65191972222222, 99.62845222222224, 99.60769972222222, 99.58617027777778, 99.36659833333333
1.2589254117941673, 99.65694916666668, 99.62814833333334, 99.60690972222221, 99.58192083333334, 99.3708513888889
1.5848931924611138, 99.63813611111111, 99.62783805555556, 99.60537166666667, 99.58551138888889, 99.36308333333334
1.9952623149688797, 99.58286722222223, 99.62306861111111, 99.60266361111111, 99.57365555555556, 99.36765277777779
2.5118864315095806, 99.49475444444444, 99.6239161111111, 99.60358166666667, 99.57347555555555, 99.36959472222223
3.1622776601683795, 99.394715, 99.64298722222222, 99.61782527777778, 99.57018472222224, 99.3579775
3.9810717055349727, 99.25318694444445, 99.67164805555555, 99.62660555555556, 99.56641861111112, 99.3573863888889
5.011872336272722, 99.07456416666666, 99.68044083333334, 99.62495166666666, 99.56242277777777, 99.35597500000002
6.30957344480193, 98.8326197222222, 99.6606361111111, 99.60746361111113, 99.56165361111111, 99.34972666666667
7.9432823472428105, 98.53395555555555, 99.61703138888889, 99.58485111111112, 99.54741305555555, 99.33842472222223
9.999999999999998, 98.18599694444445, 99.5461825, 99.55500805555556, 99.53521972222222, 99.33385111111112
12.589254117941667, 97.75765277777779, 99.44566916666668, 99.5210411111111, 99.53011444444444, 99.32219583333334
17.782794100389218, 96.94806583333333, 99.24305583333333, 99.47521722222223, 99.5108225, 99.30366833333333
25.11886431509578, 95.86666583333336, 98.97878555555556, 99.41933277777778, 99.50676638888889, 99.27636861111111
35.48133892335752, 94.43296777777779, 98.62141694444445, 99.36237916666666, 99.48588388888889, 99.2420038888889
39.99999999999999, 93.8619725, 98.48640888888889, 99.34194083333334, 99.46465972222221, 99.21381277777779
