field size, hexlike, staggerXY, randomisedStaggerXY8
100, 2.1487712659168166, 10.597311200397678, 13.039211860915477
150, 2.217954463253823, 10.415208834055647, 11.79640889149846
200, 2.2919266076602454, 10.367311903674272, 12.14715451541927
