desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.47
2, 2, 1.13
3, 4, 2.28
6, 6, 3.4
8, 9, 5.16
11, 12, 6.7
15, 16, 8.83
18, 20, 11.19
24, 25, 13.93
26, 30, 17.38
36, 36, 20.41
37, 42, 23.1
49, 48, 26.9
50, 56, 29.5
63, 63, 34.333333333333336
66, 72, 39.06666666666667
78, 80, 42.03333333333333
85, 90, 49.6
95, 99, 51.766666666666666
105, 110, 57.766666666666666
114, 120, 60.166666666666664
129, 132, 63.5
135, 143, 67.66666666666667
154, 156, 72.86666666666666
157, 168, 75.66666666666667
182, 195, 83.66666666666667
208, 208, 86.16666666666667
212, 224, 88.23333333333333
235, 238, 91.23333333333333
244, 255, 94.2
265, 270, 96.1
279, 288, 96.93333333333334
296, 304, 99.33333333333333
316, 323, 99.46666666666667
328, 340, 100.0
