desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.29
2, 2, 2.88
3, 4, 5.81
6, 6, 8.09
8, 9, 12.86
11, 12, 15.7
15, 16, 21.12
18, 20, 25.63
24, 25, 31.79
26, 30, 38.61
36, 36, 45.76
37, 42, 52.84
49, 48, 60.3
50, 56, 67.16666666666667
63, 63, 70.53333333333333
66, 72, 75.76666666666667
78, 80, 83.7
85, 90, 86.43333333333334
95, 99, 90.96666666666667
105, 110, 93.46666666666667
114, 120, 96.13333333333334
129, 132, 97.26666666666667
135, 143, 99.56666666666666
154, 156, 99.86666666666666
157, 168, 100.0
