site area, hexlike, staggerXY, randomisedStaggerXY8
20, 2.46281979435209, 12.412446550714032, 15.355538438660675
100, 2.1528714521513135, 10.445444372732712, 12.499553478988727
200, 2.031218592094409, 10.112667073805595, 13.072223856126094
