ratio, hexlike, staggerXY, randomisedStaggerXY8, halton, random
-40.0, 90.073877962963, 90.23345629629615, 96.74826296296328, 97.51263314814808, 96.52735092592609
-35.48133892335752, 91.00558407407422, 91.12714907407398, 96.7678624074073, 97.52545833333342, 96.52035648148141
-25.11886431509578, 93.12285907407401, 93.23166722222223, 96.9111459259259, 97.52671370370366, 96.49251833333332
-17.782794100389218, 94.80963037037037, 94.88309259259259, 97.0926325925926, 97.49875981481475, 96.44645555555554
-12.58925411794167, 96.08483462962961, 96.14924370370369, 97.26660740740735, 97.49301129629629, 96.40248259259256
-9.999999999999996, 96.73268685185185, 96.80970925925926, 97.35550962962965, 97.4881725925926, 96.3713674074074
-7.943282347242813, 97.25935666666666, 97.33695851851853, 97.47710499999997, 97.48158851851852, 96.344535
-6.309573444801932, 97.67511018518519, 97.72869092592592, 97.58702685185182, 97.48229333333333, 96.32000666666664
-5.011872336272721, 97.95266759259259, 97.99899, 97.70150981481476, 97.46741999999998, 96.30365777777777
-3.9810717055349714, 98.06996981481481, 98.13106444444445, 97.76864333333334, 97.42691981481478, 96.30707444444441
-3.1622776601683795, 98.0542187037037, 98.08444796296295, 97.81014574074072, 97.40313648148147, 96.2903874074074
-2.51188643150958, 97.91138222222222, 97.95806981481482, 97.76697277777778, 97.4134288888889, 96.29070648148141
-1.9952623149688797, 97.7672898148148, 97.8148787037037, 97.71008907407409, 97.39935314814815, 96.25847592592594
-1.5848931924611136, 97.75859740740741, 97.75020907407408, 97.65339111111112, 97.38465111111113, 96.24863759259259
-1.258925411794167, 97.89726518518519, 97.79418222222222, 97.6657077777778, 97.40635055555555, 96.27230888888882
-1.0, 98.01405222222222, 97.78975407407407, 97.67290481481481, 97.3932812962963, 96.25200314814809
1.258925411794167, 98.06288296296296, 97.81410592592593, 97.66388129629628, 97.36802481481482, 96.25163499999995
1.5848931924611136, 97.9263424074074, 97.8122437037037, 97.67395574074074, 97.38371648148149, 96.27306555555556
1.9952623149688797, 97.62949462962963, 97.77463148148148, 97.67455814814817, 97.38403351851852, 96.25715574074079
2.51188643150958, 97.21060907407407, 97.78077148148148, 97.69908166666667, 97.39260462962963, 96.29085499999998
3.1622776601683795, 96.60747925925926, 97.91196685185186, 97.77528259259259, 97.42130333333331, 96.29674740740745
3.9810717055349714, 95.85925814814816, 98.07025555555556, 97.83256037037037, 97.41807703703701, 96.2945948148147
5.011872336272721, 94.94279592592595, 98.15531037037037, 97.8173166666666, 97.41553944444445, 96.31715851851848
6.309573444801932, 93.7832025925926, 98.08794666666667, 97.74919851851848, 97.44934277777777, 96.33034981481474
7.943282347242813, 92.36160759259259, 97.8797461111111, 97.65841185185181, 97.46912074074073, 96.35108925925928
9.999999999999995, 90.69201240740742, 97.54265907407407, 97.56537611111108, 97.47456981481481, 96.38264462962965
12.58925411794167, 88.57178129629631, 97.07989722222221, 97.47308555555553, 97.4917825925926, 96.39735888888887
17.782794100389218, 84.74808185185182, 96.16085537037037, 97.31882148148148, 97.52178796296286, 96.4379725925926
25.11886431509578, 79.75817925925949, 94.92323203703704, 97.1996403703703, 97.53390074074075, 96.48455055555554
35.48133892335752, 73.3521687037037, 93.36228648148152, 97.0403879629626, 97.51757999999997, 96.51682796296329
40.0, 70.80774166666679, 92.70501111111095, 97.00780129629622, 97.52946296296308, 96.53444648148174
