desiredholes, actualholes, successrate
0, 0, 0
1, 1, 3.1
4, 4, 12.79
7, 7, 21.16
10, 10, 29.41
13, 13, 35.5
16, 16, 42.09
19, 19, 48.22
22, 22, 53.36
25, 25, 58.15
28, 28, 61.63
31, 31, 66.51
41, 41, 77.5
51, 51, 86.5
61, 61, 91.03333333333333
71, 71, 94.96666666666667
81, 81, 96.03333333333333
91, 91, 98.3
101, 101, 99.03333333333333
111, 111, 99.23333333333333
121, 121, 99.7
131, 131, 99.8
141, 141, 99.93333333333334
151, 151, 99.9
161, 161, 99.96666666666667
171, 171, 99.96666666666667
181, 181, 100.0
