desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.5
2, 2, 1.13
3, 4, 2.11
6, 6, 3.58
8, 9, 5.52
11, 12, 6.67
15, 16, 9.2
18, 20, 10.74
24, 25, 13.4
26, 30, 16.95
36, 36, 20.42
37, 42, 23.33
49, 48, 25.366666666666667
50, 56, 31.466666666666665
63, 63, 35.4
66, 72, 37.2
78, 80, 40.86666666666667
85, 90, 46.6
95, 99, 49.06666666666667
105, 110, 55.0
114, 120, 58.4
129, 132, 65.1
135, 143, 66.56666666666666
154, 156, 72.36666666666666
157, 168, 76.03333333333333
182, 195, 83.23333333333333
208, 208, 85.53333333333333
212, 224, 87.73333333333333
235, 238, 90.56666666666666
244, 255, 92.66666666666667
265, 270, 93.76666666666667
279, 288, 95.2
296, 304, 96.46666666666667
316, 323, 97.4
328, 340, 98.3
355, 360, 98.73333333333333
363, 378, 98.96666666666667
397, 399, 99.5
399, 418, 99.6
437, 437, 99.8
441, 460, 99.83333333333333
477, 480, 100.0
