desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.81
2, 2, 3.23
4, 4, 5.6
5, 6, 8.24
9, 12, 10.97
16, 15, 13.83
17, 20, 14.15
24, 24, 16.52
26, 30, 17.15
34, 35, 19.76
39, 42, 19.36
45, 48, 22.433333333333334
53, 56, 22.466666666666665
59, 63, 26.066666666666666
70, 72, 24.566666666666666
74, 80, 28.166666666666668
89, 90, 28.966666666666665
91, 99, 30.666666666666668
109, 108, 34.1
110, 120, 33.3
130, 130, 37.4
134, 143, 35.233333333333334
152, 154, 39.266666666666666
160, 168, 39.2
175, 180, 42.56666666666667
188, 195, 42.6
201, 208, 44.333333333333336
219, 224, 43.86666666666667
228, 238, 47.666666666666664
252, 255, 47.5
257, 270, 51.266666666666666
287, 288, 50.53333333333333
288, 304, 54.06666666666667
320, 320, 55.86666666666667
324, 340, 57.43333333333333
354, 357, 57.233333333333334
364, 378, 59.36666666666667
390, 396, 62.166666666666664
406, 418, 60.666666666666664
428, 437, 63.8
451, 460, 64.3
467, 480, 67.66666666666667
498, 504, 66.6
508, 525, 69.36666666666666
547, 550, 69.63333333333334
551, 572, 72.1
595, 594, 75.4
598, 621, 74.43333333333334
642, 644, 77.53333333333333
652, 672, 77.26666666666667
690, 696, 80.96666666666667
708, 725, 79.23333333333333
739, 750, 83.6
766, 780, 81.43333333333334
791, 806, 84.6
827, 837, 84.36666666666666
844, 864, 87.83333333333333
890, 896, 88.73333333333333
899, 924, 90.16666666666667
955, 957, 90.53333333333333
956, 986, 94.0
1014, 1015, 96.46666666666667
1022, 1050, 96.0
1074, 1080, 98.7
1092, 1116, 98.93333333333334
1136, 1147, 100.0
