desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.48
2, 2, 2.49
3, 4, 5.68
6, 6, 8.15
8, 9, 11.85
11, 12, 15.58
15, 16, 20.83
18, 20, 25.74
24, 25, 31.53
26, 30, 37.24
36, 36, 44.12
37, 42, 50.7
49, 48, 56.8
50, 56, 66.46666666666667
63, 63, 70.56666666666666
66, 72, 77.8
78, 80, 82.6
85, 90, 86.63333333333334
95, 99, 91.76666666666667
105, 110, 95.06666666666666
114, 120, 97.23333333333333
129, 132, 98.23333333333333
135, 143, 99.06666666666666
154, 156, 99.53333333333333
157, 168, 99.76666666666667
182, 195, 99.93333333333334
208, 208, 99.9
212, 224, 100.0
