desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.33
2, 2, 0.74
4, 4, 1.5
5, 6, 2.33
9, 12, 4.47
16, 15, 5.48
17, 20, 6.88
24, 24, 8.35
26, 30, 8.2
34, 35, 9.79
39, 42, 10.17
45, 48, 11.7
53, 56, 10.5
59, 63, 12.333333333333334
70, 72, 12.4
74, 80, 14.7
89, 90, 13.733333333333333
91, 99, 16.633333333333333
109, 108, 16.833333333333332
110, 120, 16.566666666666666
130, 130, 17.1
134, 143, 18.033333333333335
152, 154, 20.1
160, 168, 19.9
175, 180, 19.066666666666666
188, 195, 20.9
201, 208, 22.333333333333332
219, 224, 21.366666666666667
228, 238, 24.9
252, 255, 23.933333333333334
257, 270, 26.866666666666667
287, 288, 25.433333333333334
288, 304, 27.1
320, 320, 28.166666666666668
324, 340, 28.8
354, 357, 29.633333333333333
364, 378, 28.666666666666668
390, 396, 31.433333333333334
406, 418, 31.633333333333333
428, 437, 31.6
451, 460, 33.333333333333336
467, 480, 33.7
498, 504, 33.766666666666666
508, 525, 36.0
547, 550, 36.43333333333333
551, 572, 36.0
595, 594, 37.3
598, 621, 38.666666666666664
642, 644, 39.3
652, 672, 39.1
690, 696, 39.93333333333333
708, 725, 40.1
739, 750, 41.96666666666667
766, 780, 40.03333333333333
791, 806, 43.06666666666667
827, 837, 44.06666666666667
844, 864, 45.2
890, 896, 43.56666666666667
899, 924, 48.733333333333334
955, 957, 45.833333333333336
956, 986, 49.0
1014, 1015, 49.166666666666664
1022, 1050, 48.833333333333336
1074, 1080, 51.03333333333333
1092, 1116, 51.2
1136, 1147, 50.4
1164, 1184, 52.5
1200, 1216, 53.666666666666664
1239, 1254, 53.03333333333333
1265, 1287, 55.46666666666667
1316, 1326, 53.333333333333336
1332, 1360, 58.36666666666667
1395, 1400, 57.43333333333333
1401, 1435, 57.8
1471, 1470, 59.0
1476, 1512, 57.766666666666666
1544, 1548, 59.93333333333333
1560, 1591, 59.96666666666667
1617, 1628, 61.333333333333336
1646, 1672, 61.733333333333334
1693, 1710, 62.63333333333333
1734, 1755, 62.8
1771, 1794, 64.86666666666666
1825, 1840, 65.2
1850, 1880, 64.3
1918, 1927, 65.86666666666666
1931, 1968, 68.2
2013, 2058, 67.6
2098, 2100, 69.16666666666667
2111, 2150, 70.33333333333333
2184, 2193, 71.96666666666667
2211, 2244, 71.86666666666666
2272, 2288, 72.7
2313, 2340, 71.7
2361, 2385, 74.63333333333334
2417, 2438, 73.6
2453, 2484, 75.43333333333334
2524, 2538, 74.96666666666667
2546, 2585, 77.26666666666667
2633, 2640, 75.83333333333333
2640, 2688, 77.66666666666667
2737, 2736, 79.06666666666666
2745, 2793, 80.26666666666667
2835, 2842, 80.26666666666667
2858, 2900, 80.56666666666666
2935, 2950, 81.9
2974, 3009, 82.6
3037, 3060, 83.8
3093, 3120, 82.53333333333333
3140, 3172, 85.16666666666667
3213, 3233, 85.86666666666666
3245, 3286, 87.1
3336, 3348, 86.06666666666666
3352, 3402, 89.43333333333334
3461, 3456, 90.46666666666667
3462, 3520, 89.3
3571, 3575, 90.76666666666667
3589, 3640, 91.56666666666666
3683, 3696, 91.9
3719, 3762, 91.26666666666667
3797, 3819, 94.03333333333333
3851, 3886, 93.06666666666666
3913, 3944, 94.56666666666666
3986, 4012, 94.2
4030, 4071, 96.5
4123, 4140, 95.53333333333333
4149, 4200, 97.33333333333333
4262, 4270, 97.63333333333334
4270, 4331, 98.5
4392, 4392, 100.0
