desiredholes, actualholes, successrate
0, 0, 0
1, 1, 3.07
4, 4, 12.21
7, 7, 21.54
10, 10, 29.77
13, 13, 38.14
16, 16, 45.96
19, 19, 54.6
22, 22, 62.67
25, 25, 72.15
28, 28, 78.57
31, 31, 78.03
41, 41, 82.46666666666667
51, 51, 87.0
61, 61, 90.0
71, 71, 90.66666666666667
81, 81, 92.33333333333333
91, 91, 93.7
101, 101, 94.36666666666666
111, 111, 94.6
121, 121, 94.76666666666667
131, 131, 95.46666666666667
141, 141, 95.3
151, 151, 96.66666666666667
161, 161, 96.73333333333333
171, 171, 97.33333333333333
181, 181, 97.46666666666667
191, 191, 97.2
201, 201, 98.2
211, 211, 97.8
221, 221, 98.3
231, 231, 98.26666666666667
241, 241, 98.6
251, 251, 98.6
261, 261, 98.73333333333333
271, 271, 99.23333333333333
281, 281, 99.26666666666667
291, 291, 99.16666666666667
301, 301, 99.33333333333333
311, 311, 99.26666666666667
321, 321, 99.43333333333334
331, 331, 99.66666666666667
341, 341, 99.63333333333334
351, 351, 99.83333333333333
361, 361, 99.86666666666666
371, 371, 99.8
381, 381, 99.9
391, 391, 99.9
401, 401, 99.9
411, 411, 100.0
