desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.29
4, 4, 1.19
7, 7, 2.01
10, 10, 2.65
13, 13, 3.58
16, 16, 4.21
19, 19, 4.84
22, 22, 5.75
25, 25, 6.7
28, 28, 8.02
31, 31, 8.42
41, 41, 10.566666666666666
51, 51, 13.6
61, 61, 16.666666666666668
71, 71, 17.6
81, 81, 19.333333333333332
91, 91, 23.433333333333334
101, 101, 23.7
111, 111, 26.6
121, 121, 28.0
131, 131, 32.0
141, 141, 33.03333333333333
151, 151, 34.03333333333333
161, 161, 37.233333333333334
171, 171, 38.56666666666667
181, 181, 37.63333333333333
191, 191, 41.4
201, 201, 41.1
211, 211, 43.8
221, 221, 46.4
231, 231, 46.93333333333333
241, 241, 47.733333333333334
251, 251, 50.06666666666667
261, 261, 52.666666666666664
271, 271, 52.13333333333333
281, 281, 53.36666666666667
291, 291, 55.06666666666667
301, 301, 56.733333333333334
311, 311, 58.233333333333334
321, 321, 58.333333333333336
331, 331, 59.333333333333336
341, 341, 61.4
351, 351, 63.43333333333333
361, 361, 61.766666666666666
371, 371, 63.266666666666666
381, 381, 64.33333333333333
391, 391, 64.66666666666667
401, 401, 66.66666666666667
411, 411, 67.66666666666667
421, 421, 66.36666666666666
431, 431, 71.0
441, 441, 69.76666666666667
451, 451, 70.66666666666667
461, 461, 71.46666666666667
471, 471, 73.1
481, 481, 73.0
491, 491, 72.86666666666666
501, 501, 74.9
511, 511, 74.7
521, 521, 76.16666666666667
531, 531, 76.83333333333333
541, 541, 76.43333333333334
551, 551, 77.4
561, 561, 80.23333333333333
571, 571, 78.1
581, 581, 78.66666666666667
591, 591, 80.36666666666666
601, 601, 80.33333333333333
611, 611, 81.86666666666666
621, 621, 82.63333333333334
631, 631, 82.3
641, 641, 83.0
651, 651, 83.66666666666667
661, 661, 84.03333333333333
671, 671, 84.7
681, 681, 84.5
691, 691, 85.03333333333333
701, 701, 85.43333333333334
711, 711, 86.26666666666667
721, 721, 86.33333333333333
731, 731, 86.8
741, 741, 87.66666666666667
751, 751, 87.5
761, 761, 87.66666666666667
771, 771, 88.53333333333333
781, 781, 88.33333333333333
791, 791, 88.9
801, 801, 89.03333333333333
811, 811, 88.96666666666667
821, 821, 89.63333333333334
831, 831, 89.76666666666667
841, 841, 90.7
851, 851, 90.4
861, 861, 91.2
871, 871, 90.66666666666667
881, 881, 91.23333333333333
891, 891, 91.66666666666667
901, 901, 92.06666666666666
911, 911, 92.2
921, 921, 91.96666666666667
931, 931, 92.76666666666667
941, 941, 93.1
951, 951, 92.0
961, 961, 92.53333333333333
971, 971, 92.56666666666666
981, 981, 93.5
991, 991, 93.4
1001, 1001, 93.9
1011, 1011, 93.76666666666667
1021, 1021, 93.83333333333333
1031, 1031, 94.43333333333334
1041, 1041, 93.66666666666667
1051, 1051, 94.43333333333334
1061, 1061, 94.96666666666667
1071, 1071, 94.56666666666666
1081, 1081, 95.06666666666666
1091, 1091, 95.43333333333334
1101, 1101, 95.46666666666667
1111, 1111, 95.76666666666667
1121, 1121, 95.96666666666667
1131, 1131, 95.83333333333333
1141, 1141, 96.3
1151, 1151, 96.26666666666667
1161, 1161, 96.1
1171, 1171, 95.9
1181, 1181, 96.33333333333333
1191, 1191, 96.76666666666667
1201, 1201, 96.4
1211, 1211, 96.3
1221, 1221, 96.06666666666666
1231, 1231, 96.9
1241, 1241, 96.46666666666667
1251, 1251, 97.03333333333333
1261, 1261, 96.73333333333333
1271, 1271, 97.5
1281, 1281, 97.33333333333333
1291, 1291, 97.5
1301, 1301, 97.73333333333333
1311, 1311, 97.0
1321, 1321, 97.53333333333333
1331, 1331, 97.86666666666666
1341, 1341, 97.66666666666667
1351, 1351, 98.46666666666667
1361, 1361, 97.93333333333334
1371, 1371, 98.13333333333334
1381, 1381, 97.86666666666666
1391, 1391, 97.9
1401, 1401, 98.16666666666667
1411, 1411, 97.93333333333334
1421, 1421, 98.3
1431, 1431, 98.13333333333334
1441, 1441, 98.13333333333334
1451, 1451, 98.13333333333334
1461, 1461, 98.43333333333334
1471, 1471, 98.33333333333333
1481, 1481, 98.0
1491, 1491, 98.56666666666666
1501, 1501, 98.33333333333333
1511, 1511, 98.53333333333333
1521, 1521, 99.06666666666666
1531, 1531, 98.86666666666666
1541, 1541, 98.66666666666667
1551, 1551, 98.83333333333333
1561, 1561, 98.56666666666666
1571, 1571, 99.06666666666666
1581, 1581, 98.83333333333333
1591, 1591, 99.36666666666666
1601, 1601, 98.83333333333333
1611, 1611, 98.9
1621, 1621, 98.93333333333334
1631, 1631, 99.23333333333333
1641, 1641, 98.96666666666667
1651, 1651, 99.13333333333334
1661, 1661, 98.96666666666667
1671, 1671, 99.3
1681, 1681, 99.2
1691, 1691, 99.16666666666667
1701, 1701, 99.33333333333333
1711, 1711, 99.23333333333333
1721, 1721, 99.16666666666667
1731, 1731, 99.6
1741, 1741, 99.43333333333334
1751, 1751, 99.36666666666666
1761, 1761, 99.43333333333334
1771, 1771, 99.4
1781, 1781, 99.53333333333333
1791, 1791, 99.3
1801, 1801, 99.36666666666666
1811, 1811, 99.36666666666666
1821, 1821, 99.43333333333334
1831, 1831, 99.33333333333333
1841, 1841, 99.36666666666666
1851, 1851, 99.43333333333334
1861, 1861, 99.53333333333333
1871, 1871, 99.6
1881, 1881, 99.2
1891, 1891, 99.53333333333333
1901, 1901, 99.63333333333334
1911, 1911, 99.7
1921, 1921, 99.43333333333334
1931, 1931, 99.86666666666666
1941, 1941, 99.56666666666666
1951, 1951, 99.63333333333334
1961, 1961, 99.53333333333333
1971, 1971, 99.73333333333333
1981, 1981, 99.66666666666667
1991, 1991, 99.8
2001, 2001, 99.83333333333333
2011, 2011, 99.83333333333333
2021, 2021, 99.6
2031, 2031, 99.66666666666667
2041, 2041, 99.66666666666667
2051, 2051, 99.86666666666666
2061, 2061, 99.73333333333333
2071, 2071, 99.86666666666666
2081, 2081, 99.7
2091, 2091, 99.73333333333333
2101, 2101, 99.76666666666667
2111, 2111, 99.93333333333334
2121, 2121, 99.7
2131, 2131, 99.76666666666667
2141, 2141, 99.9
2151, 2151, 99.86666666666666
2161, 2161, 99.83333333333333
2171, 2171, 99.73333333333333
2181, 2181, 99.66666666666667
2191, 2191, 99.8
2201, 2201, 99.86666666666666
2211, 2211, 99.86666666666666
2221, 2221, 99.7
2231, 2231, 99.86666666666666
2241, 2241, 99.86666666666666
2251, 2251, 99.83333333333333
2261, 2261, 99.83333333333333
2271, 2271, 99.76666666666667
2281, 2281, 99.83333333333333
2291, 2291, 99.76666666666667
2301, 2301, 99.9
2311, 2311, 99.8
2321, 2321, 99.86666666666666
2331, 2331, 99.83333333333333
2341, 2341, 99.96666666666667
2351, 2351, 99.9
2361, 2361, 99.83333333333333
2371, 2371, 99.93333333333334
2381, 2381, 99.86666666666666
2391, 2391, 99.93333333333334
2401, 2401, 99.93333333333334
2411, 2411, 99.9
2421, 2421, 99.9
2431, 2431, 99.86666666666666
2441, 2441, 100.0
