desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.35
2, 2, 0.52
3, 4, 1.21
6, 6, 1.89
8, 9, 2.73
11, 12, 3.74
15, 16, 4.37
18, 20, 5.8
24, 25, 7.2
26, 30, 8.09
36, 36, 10.06
37, 42, 11.51
49, 48, 13.566666666666666
50, 56, 15.733333333333333
63, 63, 18.166666666666668
66, 72, 19.933333333333334
78, 80, 22.066666666666666
85, 90, 25.7
95, 99, 27.533333333333335
105, 110, 30.266666666666666
114, 120, 32.36666666666667
129, 132, 35.86666666666667
135, 143, 37.56666666666667
154, 156, 41.733333333333334
157, 168, 43.43333333333333
182, 195, 51.233333333333334
208, 208, 53.333333333333336
212, 224, 56.86666666666667
235, 238, 60.8
244, 255, 64.7
265, 270, 68.6
279, 288, 71.53333333333333
296, 304, 74.13333333333334
316, 323, 77.33333333333333
328, 340, 80.16666666666667
355, 360, 83.6
363, 378, 85.36666666666666
397, 399, 87.63333333333334
399, 418, 89.96666666666667
437, 437, 89.46666666666667
441, 460, 92.93333333333334
477, 480, 93.86666666666666
487, 504, 94.13333333333334
519, 525, 94.83333333333333
536, 550, 96.1
562, 572, 96.76666666666667
587, 598, 97.06666666666666
607, 621, 97.66666666666667
640, 648, 98.53333333333333
654, 672, 98.3
696, 700, 98.76666666666667
702, 725, 99.0
752, 750, 98.96666666666667
753, 780, 99.06666666666666
804, 806, 99.33333333333333
813, 837, 99.46666666666667
858, 864, 99.7
876, 896, 99.7
913, 924, 99.86666666666666
941, 957, 99.9
970, 986, 99.86666666666666
1008, 1020, 99.93333333333334
1029, 1050, 100.0
