desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.7
2, 2, 1.3
3, 4, 2.88
6, 6, 4.04
8, 9, 6.07
11, 12, 7.49
15, 16, 9.07
18, 20, 11.84
24, 25, 14.49
26, 30, 18.09
36, 36, 21.35
37, 42, 23.32
49, 48, 22.0
50, 56, 26.866666666666667
63, 63, 27.966666666666665
66, 72, 30.6
78, 80, 31.1
85, 90, 35.1
95, 99, 33.86666666666667
105, 110, 40.0
114, 120, 38.233333333333334
129, 132, 43.9
135, 143, 41.4
154, 156, 45.06666666666667
157, 168, 45.4
182, 195, 49.733333333333334
208, 208, 52.166666666666664
212, 224, 54.5
235, 238, 55.36666666666667
244, 255, 57.766666666666666
265, 270, 57.733333333333334
279, 288, 62.36666666666667
296, 304, 59.93333333333333
316, 323, 67.0
328, 340, 65.4
355, 360, 69.2
363, 378, 70.9
397, 399, 74.0
399, 418, 74.7
437, 437, 74.93333333333334
441, 460, 79.36666666666666
477, 480, 76.4
487, 504, 80.9
519, 525, 82.66666666666667
536, 550, 84.9
562, 572, 85.36666666666666
587, 598, 90.1
607, 621, 89.3
640, 648, 92.96666666666667
654, 672, 93.33333333333333
696, 700, 96.93333333333334
702, 725, 97.53333333333333
752, 750, 97.4
753, 780, 99.73333333333333
804, 806, 99.83333333333333
813, 837, 99.7
858, 864, 99.9
876, 896, 100.0
