desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.74
2, 2, 1.56
3, 4, 2.65
6, 6, 3.5
8, 9, 5.29
11, 12, 6.29
15, 16, 9.47
18, 20, 11.6
24, 25, 14.06
26, 30, 17.52
36, 36, 19.88
37, 42, 24.94
49, 48, 27.533333333333335
50, 56, 32.36666666666667
63, 63, 35.53333333333333
66, 72, 41.0
78, 80, 45.06666666666667
85, 90, 49.06666666666667
95, 99, 50.766666666666666
105, 110, 54.233333333333334
114, 120, 53.666666666666664
129, 132, 59.7
135, 143, 59.96666666666667
154, 156, 66.16666666666667
157, 168, 66.46666666666667
182, 195, 72.5
208, 208, 73.0
212, 224, 77.5
235, 238, 76.9
244, 255, 82.5
265, 270, 82.63333333333334
279, 288, 88.53333333333333
296, 304, 88.8
316, 323, 92.96666666666667
328, 340, 93.6
355, 360, 99.43333333333334
363, 378, 99.53333333333333
397, 399, 99.9
399, 418, 99.93333333333334
437, 437, 99.86666666666666
441, 460, 100.0
