desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.62
2, 2, 1.15
4, 4, 2.4
5, 6, 3.23
9, 12, 7.26
16, 15, 8.75
17, 20, 11.6
24, 24, 13.75
26, 30, 16.78
34, 35, 19.66
39, 42, 23.18
45, 48, 27.266666666666666
53, 56, 31.866666666666667
59, 63, 33.666666666666664
70, 72, 39.0
74, 80, 43.233333333333334
89, 90, 48.4
91, 99, 52.36666666666667
109, 108, 56.733333333333334
110, 120, 61.333333333333336
130, 130, 65.76666666666667
134, 143, 66.13333333333334
152, 154, 70.6
160, 168, 70.83333333333333
175, 180, 76.2
188, 195, 76.46666666666667
201, 208, 82.23333333333333
219, 224, 81.93333333333334
228, 238, 86.9
252, 255, 84.66666666666667
257, 270, 90.2
287, 288, 90.96666666666667
288, 304, 95.66666666666667
320, 320, 100.0
