desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.62
2, 2, 1.07
4, 4, 2.23
5, 6, 3.89
9, 12, 6.84
16, 15, 8.47
17, 20, 11.71
24, 24, 13.39
26, 30, 16.74
34, 35, 19.4
39, 42, 24.53
45, 48, 27.7
53, 56, 29.566666666666666
59, 63, 34.4
70, 72, 40.36666666666667
74, 80, 43.833333333333336
89, 90, 45.733333333333334
91, 99, 50.86666666666667
109, 108, 57.53333333333333
110, 120, 56.1
130, 130, 59.9
134, 143, 59.333333333333336
152, 154, 66.06666666666666
160, 168, 64.46666666666667
175, 180, 69.63333333333334
188, 195, 69.2
201, 208, 71.8
219, 224, 73.73333333333333
228, 238, 77.53333333333333
252, 255, 77.1
257, 270, 83.03333333333333
287, 288, 81.1
288, 304, 85.36666666666666
320, 320, 90.83333333333333
324, 340, 91.13333333333334
354, 357, 95.33333333333333
364, 378, 95.46666666666667
390, 396, 99.8
406, 418, 99.86666666666666
428, 437, 100.0
