desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.59
2, 2, 1.03
3, 4, 2.23
6, 6, 3.52
8, 9, 5.17
11, 12, 6.67
15, 16, 8.74
18, 20, 11.27
24, 25, 14.13
26, 30, 16.26
36, 36, 20.07
37, 42, 23.12
49, 48, 26.566666666666666
50, 56, 30.433333333333334
63, 63, 34.93333333333333
66, 72, 39.03333333333333
78, 80, 42.56666666666667
85, 90, 49.13333333333333
95, 99, 53.833333333333336
105, 110, 60.46666666666667
114, 120, 64.13333333333334
129, 132, 70.76666666666667
135, 143, 76.5
154, 156, 84.13333333333334
157, 168, 89.0
182, 195, 99.06666666666666
208, 208, 98.93333333333334
212, 224, 100.0
