desiredholes, actualholes, successrate
0, 0, 0
1, 1, 0.59
2, 2, 1.01
3, 4, 2.4
6, 6, 3.31
8, 9, 5.06
11, 12, 6.59
15, 16, 9.08
18, 20, 11.2
24, 25, 14.22
26, 30, 17.2
36, 36, 19.51
37, 42, 23.61
49, 48, 25.833333333333332
50, 56, 31.666666666666668
63, 63, 33.56666666666667
66, 72, 39.56666666666667
78, 80, 43.46666666666667
85, 90, 49.46666666666667
95, 99, 53.0
105, 110, 58.9
114, 120, 64.4
129, 132, 70.46666666666667
135, 143, 76.13333333333334
154, 156, 82.6
157, 168, 88.53333333333333
182, 195, 94.96666666666667
208, 208, 100.0
