desiredholes, actualholes, successrate
0, 0, 0
1, 1, 1.62
2, 2, 3.15
4, 4, 5.69
5, 6, 8.47
9, 12, 15.84
16, 15, 20.91
17, 20, 25.97
24, 24, 32.13
26, 30, 31.7
34, 35, 36.27
39, 42, 36.77
45, 48, 43.56666666666667
53, 56, 40.833333333333336
59, 63, 47.666666666666664
70, 72, 47.333333333333336
74, 80, 52.46666666666667
89, 90, 51.833333333333336
91, 99, 57.233333333333334
109, 108, 62.2
110, 120, 60.5
130, 130, 65.86666666666666
134, 143, 66.36666666666666
152, 154, 70.8
160, 168, 70.5
175, 180, 74.5
188, 195, 75.06666666666666
201, 208, 79.76666666666667
219, 224, 80.33333333333333
228, 238, 84.43333333333334
252, 255, 85.16666666666667
257, 270, 89.43333333333334
287, 288, 89.5
288, 304, 93.5
320, 320, 99.26666666666667
324, 340, 99.4
354, 357, 100.0
